Reviews,Ratings,Orig_Reviews,no_of_characters,no_of_words,avd_Word_Length,Polarity,Subjectivity
nice product value money,5,"Nice product, value for money.",28,5,4.8,0.6,1.0
good n easy operate,5,Very good n easy to operate,27,6,3.6666666666666665,0.5666666666666667,0.7166666666666668
nice washing machine easy use automatic washing machine,5,Nice washing machine easy to use automatic washing machine,58,9,5.555555555555555,0.5166666666666666,0.9166666666666667
nan,5,nan,3,1,3.0,0.0,0.0
video player loadingplay videoplaymutecurrent timedurationloade stream typeliveseek live currently behind liveliveremaine timexplayback ratechapterschaptersdescriptionsdescription selectedcaptionscaption selectedaudio trackdefault selectedfullscreenthis modal windowno noise level washing machine andenergy efficiency fast also easy useing,5,"Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:21Loaded: 14.30%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:21 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedAudio Trackdefault, selectedFullscreenThis is a modal window.


 No noise level my washing machine andEnergy efficiency very fast also easy to useing.",374,38,8.868421052631579,0.09242424242424242,0.6583333333333333
accessory need buy separately stand cover tap connector,5,"Accessories need to buy separately, stand cover, tap connector.",60,9,5.777777777777778,0.0,0.0
nice,5,Nice,4,1,4.0,0.6,1.0
perfect washing machine category,4,Perfect washing machine in its category,39,6,5.666666666666667,1.0,1.0
nuce,5,Nuce,4,1,4.0,0.0,0.0
great,5,great,5,1,5.0,0.8,0.75
defective item send replace intimation installation close amazon account,1,Defective item sent. Replaced but no intimation for installation. Have to close Amazon account.,92,14,5.642857142857143,0.0,0.0
around month machine compromise quality showroom one work perfectly,5,Its been around 3 months now with the machine .No compromise on the quality from the showroom one .Works perfectly .,112,19,4.842105263157895,1.0,1.0
good machine washing recommend other use,4,Very good machine in washing .I will recommend to others to once use,67,13,4.230769230769231,0.2875,0.48750000000000004
high standard product,5,High standard product,21,3,6.333333333333333,0.08,0.26999999999999996
ultimately must buy,5,Ultimately must buy this,24,4,5.25,0.0,1.0
look good,5,Looks good,10,2,4.5,0.7,0.6000000000000001
like way easy use value money,5,"I like the way easy to use, and value for money",46,11,3.272727272727273,0.43333333333333335,0.8333333333333334
excellent,4,Excellent,9,1,9.0,1.0,1.0
good u go,4,This is good u can go for it.,28,8,2.625,0.7,0.6000000000000001
please buy machine make horrible noise spin un controllable,1,Please do not buy this machine. It’s making horrible noise during spin which is un controllable.,93,16,4.875,-1.0,1.0
ausome product must buy small family excellent wash quality almost zero noise,5,Ausome product. A must buy for a small family. Excellent wash quality with almost zero noise.,90,16,4.6875,0.375,0.7
good product clothe getting clean even service provider come late able resolve problem,1,Not a good product. The clothes are not getting cleaned. Even the service providers came late and not able to resolve the problem,127,23,4.565217391304348,0.31666666666666665,0.6312500000000001
expect much st use machine satisfy,4,I was not expecting much but now after the 1st use of this machine I am satisfied.,80,17,3.764705882352941,0.2,0.2
excellent product fit finish good quick delivery amazon,4,Excellent Product. Fit and Finish very good. Quick Delivery by Amazon.,67,11,5.181818181818182,0.6083333333333333,0.625
product nice noice product lowor operate easy energy efficiency low,5,"Product is very nice ,noice of this product very low,or operate to easy ,energy efficiency is low",94,17,4.588235294117647,0.3444444444444444,0.7111111111111111
nice,5,Nice,4,1,4.0,0.6,1.0
excellent,5,Excellent,9,1,9.0,1.0,1.0
function work correctly complete wash time get stuck hrs sometimes jump min min suddenly,5,"Functions not working correctly, not completing wash in time, gets stuck for hrs, sometimes jump from 20 mins to 4 mins suddenly...",122,20,5.05,0.05,0.45
outgoing pipe do not fit well otherwise good product,1,The outgoing pipe doesn’t fit well. Otherwise a very good product,63,11,4.818181818181818,0.24999999999999997,0.5
easy use clean appliance energy efficient create much noise,4,Easy to use and clean. The appliance is energy efficient and does not create much noise.,86,16,4.4375,0.3333333333333333,0.5777777777777778
robust product use daily many month,5,"Robust product, use it daily for many months.",43,8,4.5,0.25,0.25
worth buynice product easy useone remark ishose valve not attach filter also non removable,4,Worth to buy..Nice product and easy to use..One remark is..Hose valve nt attached and filter also non removable..,105,18,4.888888888888889,0.3666666666666667,0.4666666666666667
supperrr silent almost nil sound washing wash cloth neatly I m happy purchase,5,Supperrr silent and almost nil sound washing. Washes cloths too neatly. I’m so happy with this purchase.,100,17,4.9411764705882355,0.4000000000000001,0.5
good,4,Good,4,1,4.0,0.7,0.6000000000000001
excellant product samsung low noise level easy use thank amazon,5,Excellant product by samsung low noise level and very easy to use thanks amazon,79,14,4.714285714285714,0.21666666666666667,0.5666666666666667
good product installation service good,5,Good product. Installation service is good,41,6,6.0,0.7,0.6000000000000001
machine good product damage delivery person,2,Machine is good but product is damaged by delivery person,57,10,4.8,0.7,0.6000000000000001
do not buyit star energy efficiency rating consume lot electricity,1,"Don't buy..it having 3 stars energy efficiency rating, consume lot of electricity",76,11,5.909090909090909,0.0,0.0
work perfectly expect,5,Working perfectly as expected,29,4,6.5,1.0,1.0
body material good like tin material rest thing good,3,Body material is not good it is same like tin material rest of the things is good,81,17,3.823529411764706,0.7,0.6000000000000001
machine slow could not run fast due low rpm,1,Machine is very slow it couldn't run fast due to Low RPM,55,12,3.6666666666666665,-0.05625000000000001,0.41875
fully satisfied purchase,5,Fully satisfied with my purchase.,32,5,5.6,0.5,1.0
work well type clothe even collar dirt remove efficiency,5,Works very well with all types of clothes... Even collar dirt is removed efficiency...,80,14,4.785714285714286,0.0,0.0
amozon policy,1,मुझे प्रोडेक्ट सही नही लगा और amozon वाले प्रोडेक्ट का अपना policy समझा रहे है कम्पनी को सिर्फ़ बेचने से मतलब है,33,2,6.0,0.0,0.0
use month definitely say value monry easy use product,1,After using 1 month i ma definitely said that it is a value for monry and very easy to use product,97,20,3.85,0.21666666666666667,0.6666666666666667
good product job efficiently ease use recommend many friend family member,5,"Very good product does it's job efficiently and ease of use, have recommended this for many friends and family members",116,20,4.85,0.6,0.55
per price product good,5,As per price product is good,28,6,3.8333333333333335,0.7,0.6000000000000001
gooy,4,Gooy,4,1,4.0,0.0,0.0
product easy use worth value,5,The product is easy to use and it is worth the value.,52,12,3.4166666666666665,0.3666666666666667,0.4666666666666667
good product reasonable cost,5,Best product at a reasonable cost,33,6,4.666666666666667,0.44999999999999996,0.6000000000000001
easy use noisy durable product must buy product,5,Easy to use not very noisy & durable product must buy product,60,11,4.454545454545454,0.43333333333333335,0.8333333333333334
easy use,5,Easy to use,11,3,3.0,0.43333333333333335,0.8333333333333334
good product samsung good quality happy,5,Very good product from samsung good quality and happy,53,9,5.0,0.7333333333333334,0.7333333333333334
good product,5,Good product,12,2,5.5,0.7,0.6000000000000001
like various option washing,5,Liked the various options for washing.,37,6,5.333333333333333,0.0,0.5
length water pipe small washing machine brand like lg bend break easily,3,Length of the water pipe is smaller than other Washing Machine brands like LG. It can bend and break easily.,106,20,4.35,0.09166666666666667,0.6166666666666667
easy use value money thickness,5,"easy to use"", ""value for money"" and ""thickness"".",41,8,4.25,0.43333333333333335,0.8333333333333334
even samsung technician confirm damage still ready replace,1,Even Samsung technician confirms that there is a damage still they are not ready to replace,91,16,4.75,0.2,0.5
easy work function low water use noise low budget fully automatic good price washing machine samsung,1,"Easy work function, low water use ,no noise ,low budget fully automatic best price washing machine samsung",103,17,5.117647058823529,0.2833333333333333,0.5083333333333333
good wash machine clothe tangle issue,5,Very good wash machine. Clothes tangling is an issue.,51,9,4.777777777777778,0.7,0.6000000000000001
minor defect worry noise base environment,4,There is a minor defect but not to worry about that is noise based on environments.,82,16,4.1875,-0.42500000000000004,0.6
everything okwater pump slow take time highly,4,Everything okWater pumping slow then takes time highly,54,8,5.875,-0.07000000000000002,0.47
like washing quality look also good purchase grey color look great,5,I like his washing quality and look is also good... and I purchased grey color it's looking great.,93,18,4.222222222222222,0.48333333333333334,0.4833333333333334
go,4,Just go for it,14,4,2.75,0.0,0.0
damaged product receive,2,Damaged products received,25,3,7.666666666666667,0.0,0.0
good automatic washing machine quality well value money,4,Good automatic washing machine. Quality as well as value for money.,65,11,5.0,0.7,0.6000000000000001
silent operation easy use,5,Silent operation. Easy to use.,28,5,4.8,0.21666666666666667,0.4666666666666667
gr machinesi use since month value money,5,Gr8 machines...I m using since 3 month... It's value for money,53,10,4.3,0.0,0.0
great product use ease thank samsung amazon,5,It's great product to use with ease... Thanks Samsung and Amazon...👍😊💐,60,11,4.545454545454546,0.8,0.75
hi purchase machine really good time receive give star product thank amazon,5,Hi I have purchased this machine it’s really good on time I have received. I will give 5 star this product thank to Amazon,119,23,4.173913043478261,0.7,0.6000000000000001
video player loadingplay videoplaymutecurrent timedurationloade stream typeliveseek live currently behind liveliveremaine timexplayback ratechapterschaptersdescriptionsdescription selectedcaptionscaption selectedaudio trackdefault selectedfullscreenthis modal windowi receive damage outside cost less store,2,"Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:07Loaded: 42.90%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:07 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedAudio Trackdefault, selectedFullscreenThis is a modal window.


 I received damaged outside and the cost Is very less in other Store.",357,37,8.675675675675675,-0.10757575757575757,0.32916666666666666
everything fine spend pipe tap also little wobbly,5,Does everything fine but you have to spend more for pipe and tap also its a little wobbly,89,18,4.0,0.11458333333333334,0.5
workig good,4,Workig good,11,2,5.0,0.7,0.6000000000000001
damage product receive show installation engineer presence,1,"Damaged product received , same is shown while installation to engineer at his presence.",86,13,5.615384615384615,0.0,0.0
love useful,5,"Love this, very useful",21,4,4.5,0.4,0.3
good qualityworth buyeasy use,5,Good qualityWorth to buyEasy to use,35,6,5.0,0.7,0.6000000000000001
price wise product good average product ok per budget,3,Price wise product is good. It's a average product and ok as per budget.,69,14,4.0,0.4375,0.6
samsung service poor do not buy product also amzon service poor,1,Samsung service is very poor don't buy the product.  Also amzon service is poor.,77,14,4.5,-0.4,0.6
good product nice,5,Good Product & Nice,18,3,5.0,0.6499999999999999,0.8
good product,5,Best product,12,2,5.5,0.7,0.6000000000000001
receive defect product amazon great indian festival sale wait replacement beleive good product review replacment,1,I have received a defect product in amazon great indian festival sale.. waiting for replacement now. I beleive its a good product. I will review again  it after replacment.,167,29,4.758620689655173,0.75,0.675
quality clean well semi automatic machine,1,Quality of cleaning is better in semi automatic machine.,55,9,5.222222222222222,0.3666666666666667,0.7000000000000001
buy washing machine instal show dc error display worst one waste money,4,I Have Buyed 2 Washing Machines When I Installed It Showing DC Error On Display Worst One Waste Of Money,103,19,4.421052631578948,-0.6,0.5
good worth cost nd samsung year,1,All good. Worth the cost. This is 2nd samsung  after 20 years.,56,11,4.0,0.5,0.35000000000000003
worthy price,5,Worthy for the price,20,4,4.25,0.3333333333333333,1.0
superb product samsungeasy touse child lock workingoverall good product,4,"superb product from Samsung.easy to.use, but child lock not working.overall good product.",84,12,6.083333333333333,0.85,0.8
connect pipe water tap water outflow small length,5,The connecting pipes to water tap & for water outflow is very small in length.,76,14,4.428571428571429,-0.25,0.4
do not clean cloth properly keep fill water drain cycle never complete,4,Doesn't clean cloths properly. Keeps filling water and draining it. Cycle never completes..,86,13,5.6923076923076925,-0.07777777777777778,0.4000000000000001
efficient elegant product good brand hope great upcoming product,1,Efficient and elegant product from the best brand hope they do great on upcoming products too,93,16,4.875,0.6666666666666666,0.7833333333333333
super saver,5,Super saver,11,2,5.0,0.3333333333333333,0.6666666666666666
cash back rs write do not get cash back amazon pay,1,In that cash back of rs.750 is written. But i didn't get cash back in my amazon pay,77,18,3.3333333333333335,0.0,0.0
consume water noise level high spinning,3,Consumes more water and noise levels are high while spinning.,60,10,5.1,0.16,0.5399999999999999
need get price difference washing machine rupee purchase rupee,1,"Need to get price difference for washing machine which is at 13790 rupees, purchased for 14990 rupees",90,15,4.933333333333334,0.0,0.0
superb washing quality value money must recommendbought kg,4,Superb washing quality value for money. Must recommendBought@ 13000 (6.5kg),63,9,6.0,1.0,1.0
everything fine feel like cleanliness clothe bit less,4,Everything is fine... But felt like the cleanliness of clothes is bit less,71,13,4.538461538461538,0.125,0.2833333333333333
comfortable noice good product,5,Its comfortable and no noice and good products,46,8,4.875,0.55,0.7000000000000001
reliable productexcellent product,5,"It's a reliable product,Excellent product.",39,5,7.0,0.0,0.0
good product hope wheel portable,5,Very good product hoping for wheels 😂 very portable.,50,8,5.25,0.7,0.6000000000000001
nice product thanks samsung price automatic,3,Its very nice product and thanks samsung for this price is automatic,68,12,4.75,0.4,0.6
job well delivery super quick installation do within hour hassle free experience,5,It does the job well. Delivery was super quick and installation was done within 24 hours. Hassle free experience,108,18,5.0,0.35555555555555557,0.6555555555555556
cheap qualityno service installation street gyehe do not know install demonstrate,3,"Cheap quality.No service , installation by Street gye,He don't know how to install and demonstrate",94,14,5.714285714285714,0.4,0.7
good product value moneybut make lot noice scare sometimes mnth purchase,4,"Good product and value for moneyBut it makes lot of noice ,it scared me sometimes after 3,4 mnth of purchase",104,19,4.473684210526316,0.7,0.6000000000000001
machine fulfil requirement love,5,"The machine fulfilled all my requirements, I am loving this.",58,10,4.9,0.5,0.6
product good bill receive waranty card receive plz send,2,Product is good but bill not received and waranty card not received plz send me,79,15,4.333333333333333,0.7,0.6000000000000001
nan,5,nan,3,1,3.0,0.0,0.0
really great product,5,It is really a great product..,28,6,3.8333333333333335,0.8,0.75
economical easy use,5,Economical & easy to use,23,4,4.75,0.3666666666666667,0.8666666666666667
sensor create problem use respect old machine,5,More  sensors  creates  problems to  use in respect of  old machines.,68,11,4.818181818181818,0.1,0.2
within day problem startedsamsung customercare do nt respond properlydont buy,1,within 2days problem started.samsung customercare dont not responding properly....dont buy it,87,11,7.0,0.0,0.0
great product good top load fully automatic washing machine price range,1,Great product! Best top load fully automatic washing machine in this price range!,79,13,5.153846153846154,0.6666666666666666,0.6166666666666667
do not buy wash properly,3,Don't buy wash not properly,26,5,4.4,0.0,0.1
excellent product delilvery installation,5,Excellent product and delilvery and installation,48,6,7.166666666666667,1.0,1.0
product good steadyvery handy use low level noise make good segment,5,"The product is good steady,very handy to use and low level of noise make it best in the segments.",95,19,4.052631578947368,0.49999999999999994,0.6000000000000001
splendid machine easy use total value money,5,Splendid machine very easy to use and total value for money,59,11,4.454545454545454,0.4222222222222222,0.8611111111111112
one call installationmachine lyig like,4,"No one called for installation,machine is lyig like that only",60,10,5.1,0.0,0.0
nice star side good service fast dilevery quick installation good quality product,1,"Very Nice 👍 5 star from my side ,Good Services ,Fastest Dilevery , Quick Installation good Quality Product .",102,15,5.6,0.5066666666666666,0.66
easy operatework fastover performance wonderfulthank u samsung,5,"It's very easy to operate.works fast,over all performance is wonderful..thank u samsung👍",82,12,5.916666666666667,0.43333333333333335,0.8333333333333334
much noiseaccorde price niceuse easily,5,No much noiseAccording to price it's niceUsing  it so easily,59,10,4.9,0.31666666666666665,0.5166666666666667
easy usecleaning function goodvery much energy efficient saving lot cost,5,Very easy to useCleaning functions are very goodVery much energy Efficient saving lot of cost,93,15,5.266666666666667,0.31666666666666665,0.5166666666666667
product good installation need do receive proper support installation team,5,"Product is good but installation needs to done by your own , I have not received any proper support from installation team",121,21,4.761904761904762,0.35,0.35000000000000003
water inflow point machine chock proper respond service center post complaint,4,Water inflow point of this machine chocked... No proper respond by service center post complaint,93,15,5.266666666666667,-0.13333333333333333,0.13333333333333333
able replce day say product replacabke within daysnot good support system,2,Not able to replce after 8 days.. they said product is replacabke within 10 days..not a good support system,100,17,4.823529411764706,0.6,0.6125
video player loadingplay videoplaymutecurrent timedurationloade stream typeliveseek live currently behind liveliveremaine timexplayback ratechapterschaptersdescriptionsdescription selectedcaptionscaption selectedaudio trackdefault selectedfullscreenthis modal windowgood,5,"Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:02Loaded: 0%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:02 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedAudio Trackdefault, selectedFullscreenThis is a modal window.


 Good",294,25,10.8,-0.13181818181818183,0.6
dry clothe also fan keep move cloth get stuck inbetween avoid,2,After drying the clothes also the fan keeps moving and cloths gets stucks inbetween. Avoid this,94,16,4.9375,-0.06666666666666665,0.6
find damage opening cartoon hence raise ticket replace new one infact review start consider yet use product,1,Found damage while opening the cartoon. Hence raised ticket to replace with new one ..infact my review starts not to be considered as I am yet to use the product,158,30,4.3,0.13636363636363635,0.45454545454545453
small dent exterior machine inside damper break determined installation guy,1,Small dent on exterior. Machine inside damper broken as determined by installation guys.,86,13,5.6923076923076925,-0.25,0.4
great product samsung value money,3,Great product by Samsung. Value for Money.,40,7,4.857142857142857,0.8,0.75
bad mechine dose clean colthesif call call center tell wash slever collar,5,Worst mechine dose not clean the colthesIf you call the call center they will tell you to wash the slever and collars,117,22,4.363636363636363,-0.14444444444444438,0.48888888888888893
far good month since use machine far good,1,So far so good. Its been a month since i have been using this machine. So far it is good,86,20,3.35,0.39999999999999997,0.8
awesome less noise good performancedrain dry clothe high extent,5,"Awesome, very less noise, good performance.Drains and dries clothes to a very high extent.",86,14,5.214285714285714,0.3253333333333333,0.5613333333333334
perfect value money product samsung india,5,It is a perfect value for money product from Samsung India.,58,11,4.363636363636363,1.0,1.0
washing machine good noise level everything value money machine,5,This washing machine is very good with noise level and everything. Very value for money machine.,94,16,4.9375,0.7,0.6000000000000001
two day operate machine ease excellent feature,5,"two days on operating of machine is ease , excellent features",60,10,5.0,1.0,1.0
product nice get non work product amazon replace item day,5,"Product is nice, but got a non working product, amazon replace the item only in 3 days.",83,16,4.1875,0.6,1.0
product design long last ease use back trust samsung,4,This product has been designed for long lasting ease of use backed with the trust of Samsung.,92,17,4.470588235294118,-0.016666666666666666,0.15555555555555556
value money elegant look,4,Its value for money. Elegant look.,32,6,4.5,0.5,1.0
washing machine easy handle use,5,Washing machine is easy to handle and use.,41,8,4.25,0.43333333333333335,0.8333333333333334
machine quite good use month one feature surf detergent calculator,5,Machine is quite good I am using it from 3 months but it has to be one more feature that is surf or detergent calculator...,119,24,3.9583333333333335,0.7,0.6000000000000001
good,5,Good,4,1,4.0,0.7,0.6000000000000001
good machine,5,Good Machine...,12,2,5.5,0.7,0.6000000000000001
bad product do not buy huge noise inefficient machine,1,Worst Product. Don't buy. Huge noise. Very inefficient Machine,58,9,5.555555555555555,-0.14999999999999988,0.7833333333333333
power saving rating star infor nowhere mention come know delivery overall product okay,3,Power savings rating 3 star . But this infor Nowhere mentioned . Only came to know after delivery. Overall product is okay .,119,19,5.105263157894737,0.25,0.25
video player loadingplay videoplaymutecurrent timedurationloade stream typeliveseek live currently behind liveliveremaine timexplayback ratechapterschaptersdescriptionsdescription selectedcaptionscaption selectedaudio trackdefault selectedfullscreenthis modal windowgood workingbut water slowly receive,4,"Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:20Loaded: 0.00%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:20 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedAudio Trackdefault, selectedFullscreenThis is a modal window.


 Good working...but water slowly receiving",328,29,10.344827586206897,-0.1878787878787879,0.5333333333333333
do not clean clothesit worth buyingi woulnt recommend product,4,Doesnt clean clothes.Its not worth buying..I woulnt recommend this product,71,10,6.2,0.05833333333333332,0.4
noise level smooth operation inlet outlet hose length small mtr sufficient need change,1,Noise level and smooth operation but inlet and outlet hose length is too small 1mtr is not sufficient we need to change,118,22,4.409090909090909,0.07500000000000001,0.45
noise level normal easy wash reasonable price,5,"Noise level normal , easy to wash and reasonable price .",54,9,4.888888888888889,0.2611111111111111,0.6944444444444445
product good one use easly noise level low happy buy product,5,Product is good and any one can use easly. Noise level is very low. So i am happy to buy this product,99,22,3.5454545454545454,0.5,0.6333333333333334
exellent,5,Exellent,8,1,8.0,0.0,0.0
get item deliver time first one drum noise nd one dent return get directly store,5,"I got this item delivered 2 times. First one had drum noise , 2nd one had dent . Returned both and got it directly from store",120,23,4.130434782608695,0.175,0.3666666666666667
door loose everytime receive message dc diplay monitor machine pls help,5,Door is loose Everytime i receive message as DC in the diplay monitor of the machine Pls help,93,18,4.222222222222222,-0.07692307692307693,0.2692307692307692
excellent excellent,5,Excellent excellent,19,2,9.0,1.0,1.0
samsung installation house day home installation samsung care note boy house,5,Samsung installation not my house after 3 days not home installation Samsung care note boy my house,98,16,5.125,0.0,0.0
worth every penny,1,Worth every penny.,17,3,5.0,0.3,0.1
paisa vasool,5,Paisa vasool,12,2,5.5,0.0,0.0
sound come u wash pair clothe rectify samsung,5,Sound is coming when u wash 4 to 5 pairs of clothes. It should be rectify by samsung,81,16,4.0,0.4,0.4
good top loading washing machine fully automatic easy use energy efficient,5,"Good top loading washing machine. Fully automatic, easy to use and energy efficient.",81,13,5.3076923076923075,0.5444444444444444,0.6444444444444445
washing quality poor,2,washing quality is very poor,28,5,4.8,-0.4,0.6
user friendly great price,5,"very user friendly, great price",30,5,5.2,0.5875,0.625
samsung executive come today report drum brokenneed replacement,2,The Samsung executive came today and reported that the drum is broken.Need replacement,85,13,5.615384615384615,0.0,0.0
easy use,4,Easy to use,11,3,3.0,0.43333333333333335,0.8333333333333334
good product,5,Good product,12,2,5.5,0.7,0.6000000000000001
I m happy performance good purchase,5,I'm happy with the performance. Good purchase,43,7,5.285714285714286,0.75,0.8
superb quality good pricei get product around really appreciate amazon provide offer,5,"Superb quality with best price,I got this product around 11000 only, really appreciate Amazon for providing this offers.",112,17,5.588235294117647,0.6333333333333333,0.6
easy use fast,4,Easy to use and fast,20,5,3.2,0.31666666666666665,0.7166666666666667
good,5,Good,4,1,4.0,0.7,0.6000000000000001
early delivery product good inside damaged iam suffer buying product,2,Early delivery but product was not good .....inside damaged iam suffered buying the product,86,14,5.214285714285714,0.39999999999999997,0.45000000000000007
good quality,2,Good quality,12,2,5.5,0.7,0.6000000000000001
good term efficiency,5,Not good in terms of efficiency,31,6,4.333333333333333,0.7,0.6000000000000001
easy use,1,Easy to use,11,3,3.0,0.43333333333333335,0.8333333333333334
nice,5,Its very nice,13,3,3.6666666666666665,0.6,1.0
nice product packaginginstallation delivery gud thoughproduct work fine,5,"nice product ,packaging,installation.. delivery was not gud though..product working fine!!",82,10,7.3,0.5083333333333333,0.75
good,4,Good,4,1,4.0,0.7,0.6000000000000001
need wash clothe hand put clothe washing machine,5,There is no need to wash clothes with our hand after putting clothes in this washing machine.,92,17,4.470588235294118,0.0,0.0
design easy use,5,Design and easy to use,22,5,3.6,0.43333333333333335,0.8333333333333334
installation guy come see dent do not understand pack machine get dentanyway work ok,3,When the installation guy came saw this dent. Dont understand how a packed machine got such dent.Anyways its working so its ok.,124,22,4.681818181818182,0.5,0.5
amazon delivery fastcoming product good good price range,3,Amazon delivery is very fastComing to product is good and best in this price range,82,15,4.533333333333333,0.7,0.6000000000000001
medium could loaded nice product,5,"The media could not be loaded.
                



 Nice product",57,8,4.375,0.6,1.0
nice,5,Nice,4,1,4.0,0.6,1.0
good,4,Good,4,1,4.0,0.7,0.6000000000000001
good washing machine price require washing mode,5,Good washing machine in this price with required washing modes.,62,10,5.3,0.7,0.6000000000000001
extend water line,4,Cannot extend the water line,28,5,4.8,0.0,0.0
good product low noise easy use every body energy efficiency,5,Good product low noise easy to use for every body and energy efficiency,71,13,4.538461538461538,0.37777777777777777,0.5777777777777778
really user friendly washing machinevery easy usei satisfied product,5,Really a user friendly washing machine...very easy to use.i m satisfied with the product,84,14,5.071428571428571,0.3770833333333333,0.6333333333333333
do not buy work properly take long time never buy washing machine,1,Don't buy. not working properly take a long time. i never buy this washing machine again,85,16,4.375,-0.025,0.25
doent clean lint do not clean clothe properly,1,It's doent clean lint and doesn't clean clothes properly,54,9,5.111111111111111,0.061111111111111116,0.5000000000000001
good,5,good,4,1,4.0,0.7,0.6000000000000001
monsoon mode workingthe cycle bot get completedno alarm,1,The Monsoon mode is not working.The cycle is bot getting completed.No alarm.,73,12,5.166666666666667,0.0,0.0
product nice ease use minimum noise good energy efficiency,4,Product is nice and ease to use with minimum noise and with good energy efficiency up to,88,17,4.235294117647059,0.6499999999999999,0.8
noise level less take water sure energy efficiency,4,Noise level is very less. Takes more water and not sure about energy efficiency.,78,14,4.642857142857143,0.16666666666666669,0.47777777777777775
good product value money,5,Good Product and value for money,32,6,4.5,0.7,0.6000000000000001
like product,5,Liked the product,17,3,5.0,0.0,0.0
worth money buy summer sale k job well,5,Worth for the money. Bought it in summer sale for 12.5k. It does it job better.,72,16,3.5625,0.3,0.1
excellent,5,Excellent,9,1,9.0,1.0,1.0
like noiseless work intelligent function,5,Liked it's noiseless working and intelligent functions.,53,7,6.714285714285714,0.8,0.9
good product need year warranty,4,Good product but need some more years warranty.,46,8,4.875,0.7,0.6000000000000001
video player loadingplay videoplaymutecurrent timedurationloade stream typeliveseek live currently behind liveliveremaine timexplayback ratechapterschaptersdescriptionsdescription selectedcaptionscaption selectedaudio trackdefault selectedfullscreenthis modal windowtaking time deliver incomplete product see video samsung brand technician,1,"Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 2:40Loaded: 1.88%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -2:40 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedAudio Trackdefault, selectedFullscreenThis is a modal window.


 Taking more time to deliver there after incomplete products, see video by Samsung brand technician",387,39,8.948717948717949,-0.13181818181818183,0.6
got damage one,1,I got damaged one,17,4,3.5,0.0,0.0
you re think buy product simply go do not give second thought,5,"If you're thinking to buy this product, simply go for it dont give it a second thought.",84,17,4.0,0.0,0.17857142857142858
receive product dent installation technician samsung note damage promise replacement however unable contact seller,5,Received the product dented. Installation technician from samsung noted the damage and promised replacement. However unable to contact the seller.,143,20,6.2,-0.5,0.5
machine ia easy use value money,1,Machine ia easy for use and Value for money 👍👍👍👍👍👍👍👍👍,44,9,3.888888888888889,0.43333333333333335,0.8333333333333334
awesome,5,Awesome,7,1,7.0,1.0,1.0
issue,5,No issues,9,2,4.0,0.0,0.0
easy use dryer good easy installation clothe clean,4,Easy to use dryer is very good easy installation. Clothes are very clean.,71,13,4.538461538461538,0.48333333333333334,0.7416666666666668
good product installation service also good sell service biswajit biswa well polite behaviour,5,Very good product and installation service also very good...... after sell service Biswajit Biswas doing well and very polite behaviour,129,20,5.5,0.7,0.6000000000000001
value money good quality product,5,"Value for money , very good quality product",42,7,5.0,0.7,0.6000000000000001
owesome fourteen thousand inr,5,Owesome at fourteen thousand INR,32,5,5.6,0.0,0.0
start give problem monthmake loud ring noise spin washing,2,starting giving problems in just 1 month.making very loud Ringing noise when spinning and washing.,95,14,5.785714285714286,0.1,0.8
get defective one got replace samsung directly,3,"Got a defective one, got it replaced from samsung directly.",57,10,4.8,0.1,0.4
samsung top load good one,5,Samsung top load best one,25,5,4.2,0.6,0.55
good product condition,4,Good product under any condition,32,5,5.6,0.7,0.6000000000000001
video player loadingplay videoplaymutecurrent timedurationloade stream typeliveseek live currently behind liveliveremaine timexplayback ratechapterschaptersdescriptionsdescription selectedcaptionscaption selectedaudio trackdefault selectedfullscreenthis modal windowthi awsome product good work good everything,5,"Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:02Loaded: 100.00%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:02 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedAudio Trackdefault, selectedFullscreenThis is a modal window.


 This is awsome product Best in work best in everything",344,34,9.147058823529411,0.28409090909090906,0.6000000000000001
washing machine fabulous really like low volume instead active esay use,5,This washing machine is fabulous.. I really like this... Low volume. Instead active and esay to use,93,17,4.529411764705882,0.1166666666666667,0.525
