Reviews,Ratings
Easy to use and clean. The appliance is energy efficient and does not create much noise.,4
"Robust product, use it daily for many months.",5
Worth to buy..Nice product and easy to use..One remark is..Hose valve nt attached and filter also non removable..,4
Supperrr silent and almost nil sound washing. Washes cloths too neatly. I’m so happy with this purchase.,5
Good,4
Excellant product by samsung low noise level and very easy to use thanks amazon,5
Good product. Installation service is good,5
Machine is good but product is damaged by delivery person,2
"Don't buy..it having 3 stars energy efficiency rating, consume lot of electricity",1
Working perfectly as expected,5
Body material is not good it is same like tin material rest of the things is good,3
Machine is very slow it couldn't run fast due to Low RPM,1
Fully satisfied with my purchase.,5
Works very well with all types of clothes... Even collar dirt is removed efficiency...,5
मुझे प्रोडेक्ट सही नही लगा और amozon वाले प्रोडेक्ट का अपना policy समझा रहे है कम्पनी को सिर्फ़ बेचने से मतलब है,1
After using 1 month i ma definitely said that it is a value for monry and very easy to use product,1
"Very good product does it's job efficiently and ease of use, have recommended this for many friends and family members",5
As per price product is good,5
Gooy,4
The product is easy to use and it is worth the value.,5
Best product at a reasonable cost,5
Easy to use not very noisy & durable product must buy product,5
Easy to use,5
Very good product from samsung good quality and happy,5
Good product,5
Liked the various options for washing.,5
Length of the water pipe is smaller than other Washing Machine brands like LG. It can bend and break easily.,3
"easy to use"", ""value for money"" and ""thickness"".",5
Even Samsung technician confirms that there is a damage still they are not ready to replace,1
"Easy work function, low water use ,no noise ,low budget fully automatic best price washing machine samsung",1
Very good wash machine. Clothes tangling is an issue.,5
There is a minor defect but not to worry about that is noise based on environments.,4
Everything okWater pumping slow then takes time highly,4
I like his washing quality and look is also good... and I purchased grey color it's looking great.,5
Just go for it,4
Damaged products received,2
Good automatic washing machine. Quality as well as value for money.,4
Silent operation. Easy to use.,5
Gr8 machines...I m using since 3 month... It's value for money,5
It's great product to use with ease... Thanks Samsung and Amazon...👍😊💐,5
Hi I have purchased this machine it’s really good on time I have received. I will give 5 star this product thank to Amazon,5
"Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:07Loaded: 42.90%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:07 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedAudio Trackdefault, selectedFullscreenThis is a modal window.


 I received damaged outside and the cost Is very less in other Store.",2
Does everything fine but you have to spend more for pipe and tap also its a little wobbly,5
Workig good,4
"Damaged product received , same is shown while installation to engineer at his presence.",1
"Love this, very useful",5
Good qualityWorth to buyEasy to use,5
Price wise product is good. It's a average product and ok as per budget.,3
Samsung service is very poor don't buy the product.  Also amzon service is poor.,1
Good Product & Nice,5
Best product,5
I have received a defect product in amazon great indian festival sale.. waiting for replacement now. I beleive its a good product. I will review again  it after replacment.,1
Quality of cleaning is better in semi automatic machine.,1
I Have Buyed 2 Washing Machines When I Installed It Showing DC Error On Display Worst One Waste Of Money,4
All good. Worth the cost. This is 2nd samsung  after 20 years.,1
Worthy for the price,5
"superb product from Samsung.easy to.use, but child lock not working.overall good product.",4
The connecting pipes to water tap & for water outflow is very small in length.,5
Doesn't clean cloths properly. Keeps filling water and draining it. Cycle never completes..,4
Efficient and elegant product from the best brand hope they do great on upcoming products too,1
Super saver,5
In that cash back of rs.750 is written. But i didn't get cash back in my amazon pay,1
Consumes more water and noise levels are high while spinning.,3
"Need to get price difference for washing machine which is at 13790 rupees, purchased for 14990 rupees",1
Superb washing quality value for money. Must recommendBought@ 13000 (6.5kg),4
Everything is fine... But felt like the cleanliness of clothes is bit less,4
Its comfortable and no noice and good products,5
"It's a reliable product,Excellent product.",5
Very good product hoping for wheels 😂 very portable.,5
Its very nice product and thanks samsung for this price is automatic,3
It does the job well. Delivery was super quick and installation was done within 24 hours. Hassle free experience,5
"Cheap quality.No service , installation by Street gye,He don't know how to install and demonstrate",3
"Good product and value for moneyBut it makes lot of noice ,it scared me sometimes after 3,4 mnth of purchase",4
"The machine fulfilled all my requirements, I am loving this.",5
Product is good but bill not received and waranty card not received plz send me,2
,5
It is really a great product..,5
Economical & easy to use,5
More  sensors  creates  problems to  use in respect of  old machines.,5
within 2days problem started.samsung customercare dont not responding properly....dont buy it,1
Great product! Best top load fully automatic washing machine in this price range!,1
Don't buy wash not properly,3
Excellent product and delilvery and installation,5
"The product is good steady,very handy to use and low level of noise make it best in the segments.",5
Splendid machine very easy to use and total value for money,5
"No one called for installation,machine is lyig like that only",4
"Very Nice 👍 5 star from my side ,Good Services ,Fastest Dilevery , Quick Installation good Quality Product .",1
"It's very easy to operate.works fast,over all performance is wonderful..thank u samsung👍",5
No much noiseAccording to price it's niceUsing  it so easily,5
Very easy to useCleaning functions are very goodVery much energy Efficient saving lot of cost,5
"Product is good but installation needs to done by your own , I have not received any proper support from installation team",5
Water inflow point of this machine chocked... No proper respond by service center post complaint,4
Not able to replce after 8 days.. they said product is replacabke within 10 days..not a good support system,2
"Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:02Loaded: 0%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:02 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedAudio Trackdefault, selectedFullscreenThis is a modal window.


 Good",5
After drying the clothes also the fan keeps moving and cloths gets stucks inbetween. Avoid this,2
Found damage while opening the cartoon. Hence raised ticket to replace with new one ..infact my review starts not to be considered as I am yet to use the product,1
Small dent on exterior. Machine inside damper broken as determined by installation guys.,1
Great product by Samsung. Value for Money.,3
Worst mechine dose not clean the colthesIf you call the call center they will tell you to wash the slever and collars,5
So far so good. Its been a month since i have been using this machine. So far it is good,1
"Awesome, very less noise, good performance.Drains and dries clothes to a very high extent.",5
It is a perfect value for money product from Samsung India.,5
This washing machine is very good with noise level and everything. Very value for money machine.,5
"two days on operating of machine is ease , excellent features",5
"Product is nice, but got a non working product, amazon replace the item only in 3 days.",5
This product has been designed for long lasting ease of use backed with the trust of Samsung.,4
Its value for money. Elegant look.,4
Washing machine is easy to handle and use.,5
Machine is quite good I am using it from 3 months but it has to be one more feature that is surf or detergent calculator...,5
Good,5
Good Machine...,5
Worst Product. Don't buy. Huge noise. Very inefficient Machine,1
Power savings rating 3 star . But this infor Nowhere mentioned . Only came to know after delivery. Overall product is okay .,3
"Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:20Loaded: 0.00%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:20 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedAudio Trackdefault, selectedFullscreenThis is a modal window.


 Good working...but water slowly receiving",4
Doesnt clean clothes.Its not worth buying..I woulnt recommend this product,4
Noise level and smooth operation but inlet and outlet hose length is too small 1mtr is not sufficient we need to change,1
"Noise level normal , easy to wash and reasonable price .",5
Product is good and any one can use easly. Noise level is very low. So i am happy to buy this product,5
Exellent,5
"I got this item delivered 2 times. First one had drum noise , 2nd one had dent . Returned both and got it directly from store",5
Door is loose Everytime i receive message as DC in the diplay monitor of the machine Pls help,5
Excellent excellent,5
Samsung installation not my house after 3 days not home installation Samsung care note boy my house,5
Worth every penny.,1
Paisa vasool,5
Sound is coming when u wash 4 to 5 pairs of clothes. It should be rectify by samsung,5
"Good top loading washing machine. Fully automatic, easy to use and energy efficient.",5
washing quality is very poor,2
"very user friendly, great price",5
The Samsung executive came today and reported that the drum is broken.Need replacement,2
Easy to use,4
Good product,5
I'm happy with the performance. Good purchase,5
"Superb quality with best price,I got this product around 11000 only, really appreciate Amazon for providing this offers.",5
Easy to use and fast,4
Good,5
Early delivery but product was not good .....inside damaged iam suffered buying the product,2
Good quality,2
Not good in terms of efficiency,5
Easy to use,1
Its very nice,5
"nice product ,packaging,installation.. delivery was not gud though..product working fine!!",5
Good,4
There is no need to wash clothes with our hand after putting clothes in this washing machine.,5
Design and easy to use,5
When the installation guy came saw this dent. Dont understand how a packed machine got such dent.Anyways its working so its ok.,3
Amazon delivery is very fastComing to product is good and best in this price range,3
"The media could not be loaded.
                



 Nice product",5
Nice,5
Good,4
Good washing machine in this price with required washing modes.,5
Cannot extend the water line,4
Good product low noise easy to use for every body and energy efficiency,5
Really a user friendly washing machine...very easy to use.i m satisfied with the product,5
Don't buy. not working properly take a long time. i never buy this washing machine again,1
It's doent clean lint and doesn't clean clothes properly,1
good,5
The Monsoon mode is not working.The cycle is bot getting completed.No alarm.,1
Product is nice and ease to use with minimum noise and with good energy efficiency up to,4
Noise level is very less. Takes more water and not sure about energy efficiency.,4
Good Product and value for money,5
Liked the product,5
Worth for the money. Bought it in summer sale for 12.5k. It does it job better.,5
Excellent,5
Liked it's noiseless working and intelligent functions.,5
Good product but need some more years warranty.,4
"Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 2:40Loaded: 1.88%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -2:40 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedAudio Trackdefault, selectedFullscreenThis is a modal window.


 Taking more time to deliver there after incomplete products, see video by Samsung brand technician",1
I got damaged one,1
"If you're thinking to buy this product, simply go for it dont give it a second thought.",5
Received the product dented. Installation technician from samsung noted the damage and promised replacement. However unable to contact the seller.,5
Machine ia easy for use and Value for money 👍👍👍👍👍👍👍👍👍,1
Awesome,5
No issues,5
Easy to use dryer is very good easy installation. Clothes are very clean.,4
Very good product and installation service also very good...... after sell service Biswajit Biswas doing well and very polite behaviour,5
"Value for money , very good quality product",5
Owesome at fourteen thousand INR,5
starting giving problems in just 1 month.making very loud Ringing noise when spinning and washing.,2
"Got a defective one, got it replaced from samsung directly.",3
Samsung top load best one,5
Good product under any condition,4
"Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:02Loaded: 100.00%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:02 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedAudio Trackdefault, selectedFullscreenThis is a modal window.


 This is awsome product Best in work best in everything",5
This washing machine is fabulous.. I really like this... Low volume. Instead active and esay to use,5
Good product,5
Everything is Good,5
"very good washing machine in this priceeasy to use this machine,i like it value for money product.",5
Very good product and very easy to use,4
One sentence ...mom is happy !!,5
It is exactly as shown in picture and it arrived in good condition. The clothes  are also being washed nicely,5
"Happy with the product,  Thanks Amazon & Samsung",5
Its my second time purchase. Its low maintenance and value for money,5
Washing is so noisy .technician are also not clearly clarifying about the product. We are very upset with this.,1
"No problems in this product, iam using one year, still working good.",4
"This product has only 2 years warranty overall where other company like LG, Godrej giving 10 years of warranty",3
This is the perfect one for daily use,5
Noise levels low and EASY TO USE.. BUT Installing taken 10 Days From the The date of came,4
It is worth for money.,3
During rinse it leakage happens a lot from machine.,1
"Switch didn't work after two weak , software poblem",1
Efficiency is not that great.,3
3rd class,1
Dent on front side & not ready to replace. Very bad support. Not expecting from Samsung & Amazon.,1
Don't buy from amazon.three days passed and nobody came for installation. I'm tired caring Samsung and Amazon .,1
"Fully automatic, less noise, easy to use, lack in energy efficient",1
Everything is perfect except the noise. It is making alot of noise while spinning.,5
A good purchase actually we didn't get this intime better to go with this.,3
"Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:00Loaded: 100.00%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:00 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedAudio Trackdefault, selectedFullscreenThis is a modal window.


 Very easy handling washing machine and very economical",5
"The media could not be loaded.
                



 Damaged product,please find the attached photo",5
"Waste of moneyDoesn't clean the clothes properly, stains don't leave.",5
Machine received but one dent sport in front side also same notice by demon engineer rest product is good & working nice,2
Nice products samsung 6.5 k.g washing mechin thanku amzon,2
Excellent,5
1. Easy to use2. Very comfortable to wash clothes3. Fully Automatic Washing Machine4. Serves Best in daily usage,5
Wash itna acha ni krti hai mom ne kha hai😂😂😂😂,5
"Poor Service , Samsung doesn't stick to it's installation timelines of 24-48 hours .",5
"Very cheap quality, performance don't go with the brand name",1
"Simple and works well, no vibration, built in stand is great. Overall satisfied with the product",1
A good washing machine but it makes a little noise while drying up clothes.,4
Perfect,4
Noise level is very low compared to others. Really it’s good. Thanks to Amazon.,5
Good product.,4
Its good but but the size is not a 6.5 kg ..it's very small as I compare my 6 kg washing machine.,4
Worst product support. The brand is not concerned about the installation or service support.,1
The machine is not upto the mark makes a lot of sound and the dirt will remain as it is.,3
A must for every family. Hassle free washing with no noise and lookas are futuristic,5
Shakes a lot for an automatic machine.Otherwise nice.,5
"Noise free,Deep cleaningLow electricity consumption",4
"Value for money, installation done in 24 hrs",5
I like the model / design.  But still I don't have option to choose colours only one colour available.,4
Machine delivered on 20 jun 21 and today machine stopped...totally not working,5
Good quality,1
"After unpacking , i saw that there is a dent on the back side of the machine.",2
Worst wasching. It will take 2.5 hrs to wash half drum clothes. Wasching technology is worst.,2
Worth for money,1
Just the right no. of functions. totally worth buying considering the cost,5
Product is good.... easy wash...  good washing... low voice... more efficient... i am happy,5
"very good product, easy to use",5
Good Product,5
I like ve this machine.must buy it. Is budget friendly,5
Good,5
Worst product  - after use of three months it's not working properly,5
Inlet hose is not sufficient. Remaining things are okay,5
Worthy,5
Hot water inlet.,5
Nice Product | Value for money.,4
Value for money,5
"Product is good. However, packaging was torned at the time of delivery.",4
Budget Everything ok. Best in under 13k,5
Good product,4
I purchased last month. Very nice.Worthy for money. User friendly.,5
Product is nice quality.noice level is really low...one word just excellent product,5
Ok,4
"Received damaged product, raised replacement.",2
As per price product is good,2
"Good product and installation was also very fast ,value for money and satisfied service .",3
"Easy to use, less noisy.",5
Good in this price range. Samsung is the best for washing machine.,5
No need to think... Just go for it.,5
"The media could not be loaded.
                



 Very less noise, great product",5
Mechine is making too horible sound after 4-5 months,5
"It's a nice ready to work with machine. Looks elegant, competitively silent as well ❤️",5
Very easy to use. Good washing quality. Drying almost 80% clothes in the machine. I suggest to go for it with out any ?,5
"Everything is ok , water intake speed is somewhat slow. Without water heater.",5
It's a very nice product.Using from past few days and performance was good.,4
Over all good,4
"Very fast delivery, machine is very easy to use with all options you want",5
Easy to use. Regarding noise level we have to wait & see in the long run.,5
Excellent,5
It's working fine till now,4
Noise level is low. Good product.,5
It's a good buy. Economical for a decent use.,5
Value of money,5
No any accessories provided.,4
Good product,5
It's a good machine 🥰,5
Unpack the box and item found without fault. Working confirmation pending yet,5
Machine works perfectly and washes fine.,5
Good product..Clothes get fast dry,5
Good in washing esay to handle but little sound is heavy while using,4
So far so good,5
Very good product and service of Samsung brand..Must buy ..,5
